TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value (g/kg),Toxicity Value (mg/kg),MW,Toxicity molar kg unit,pLD50 (molar kg unit)
TOX-31856,,6-amino-2-[[2-[[2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-methylbutanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]hexanoic acid,53420608,CC(C)CC(N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)C(C)C,RMAZHXJOTXQSHU-UHFFFAOYSA-N,159.9869439,0.159986944,661.3646555,0.000241904,3.616356439
TOX-31857,,6-amino-2-[[2-[[2-[[2-[[1-(2-amino-3-hydroxybutanoyl)pyrrolidine-2-carbonyl]amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-4-carboxybutanoyl]amino]hexanoic acid,53464012,CC(C)C(NC(=O)C1CCCN1C(=O)C(N)C(C)O)C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O,INISVPAOPMKHCO-UHFFFAOYSA-N,169.9902083,0.169990208,659.3490054,0.000257815,3.588691449
TOX-31969,sulfamonomethoxine,4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide,5332,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,1530.005459,1.530005459,280.0630112,0.005463076,2.262562774
TOX-3201,cromolyn,5-[3-(2-carboxy-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylic acid,2882,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,2000.128105,2.000128105,468.0692613,0.004273146,2.369252309
TOX-3203,diclofenac,"2-[2-(2,6-dichloroanilino)phenyl]acetic acid",3033,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,99.98210393,0.099982104,295.016684,0.000338903,3.469924306
TOX-32459,emorfazone,4-ethoxy-2-methyl-5-morpholin-4-ylpyridazin-3-one,3221,CCOc1c(N2CCOCC2)cnn(C)c1=O,URJQOOISAKEBKW-UHFFFAOYSA-N,229.9951938,0.229995194,239.1269914,0.000961812,3.016909839
TOX-32566,,"[6-[12-acetyloxy-10-[5-acetyloxy-4-(dimethylamino)-4,6-dimethyloxan-2-yl]-2-but-2-en-2-yl-11-hydroxy-12-methoxy-5-methyl-4,7-dioxonaphtho[7,6-h]chromen-8-yl]-4-(dimethylamino)-2-methyloxan-3-yl] acetate",285699,CC=C(C)c1cc(=O)c2c(C)cc3c(c2o1)C(OC)(OC(C)=O)c1c(O)c(C2CC(C)(N(C)C)C(OC(C)=O)C(C)O2)cc(C2CC(N(C)C)C(OC(C)=O)C(C)O2)c1C3=O,XYJIEMFSVFBJNI-UHFFFAOYSA-N,25.00085598,0.025000856,846.3938899,2.95381E-05,4.529617641
TOX-3268,bupivacaine,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",2474,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,2.916664556,0.002916665,288.2201635,1.01196E-05,4.994837876
TOX-3280,methylphenidate,methyl 2-phenyl-2-piperidin-2-ylacetate,4158,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,29.99987144,0.029999871,233.1415788,0.000128677,3.89050034
TOX-3295,phenylbutazone,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",4781,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,146.0089952,0.146008995,308.1524779,0.000473821,3.324386052
TOX-33403,o-Chlorobenzylmalononitrile,2-[(2-chlorophenyl)methyl]propanedinitrile,38713,N#CC(C#N)Cc1ccccc1Cl,YETVIAIVJSRDFR-UHFFFAOYSA-N,38.99938629,0.038999386,190.0297759,0.000205228,3.687763883
TOX-33475,CTZ,"8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-3-(1,3,4-thiadiazol-2-ylsulfanylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",2653,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,DZMVCVMFETWNIU-UHFFFAOYSA-N,3000.054482,3.000054482,440.0143639,0.006818083,2.166337712
TOX-3363,warfarin,4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one,54678486,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,99.98929717,0.099989297,308.104859,0.00032453,3.488745032
TOX-33892,Mefentanyl,N-[3-methyl-1-(2-phenylethyl)piperidin-4-yl]-N-phenylpropanamide,61996,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C,MLQRZXNZHAOCHQ-UHFFFAOYSA-N,0.016999709,1.70E-05,350.2358136,4.85E-08,7.313919066
TOX-3390,oxaprozin,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",4614,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,35.99729988,0.0359973,293.1051933,0.000122814,3.910753587
TOX-3415,cyclosporin A,"30-ethyl-33-(1-hydroxy-2-methylhex-4-enyl)-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone",2909,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,PMATZTZNYRCHOR-UHFFFAOYSA-N,9.999708969,0.009999709,1201.841368,8.3203E-06,5.079859788
TOX-3422,Erythrogran,"6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",3255,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N,182.9907743,0.182990774,733.4612412,0.000249489,3.602947974
TOX-3430,flavoxate,2-piperidin-1-ylethyl 3-methyl-4-oxo-2-phenylchromene-8-carboxylate,3354,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,SPIUTQOUKAMGCX-UHFFFAOYSA-N,25.00210746,0.025002107,391.1783583,6.39149E-05,4.194398202
TOX-3437,diphenhydramine,"2-benzhydryloxy-N,N-dimethylethanamine",3100,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,9.999569246,0.009999569,255.1623143,3.91891E-05,4.40683524
TOX-3442,phentermine,2-methyl-1-phenylpropan-2-amine,4771,CC(C)(N)Cc1ccccc1,DHHVAGZRUROJKS-UHFFFAOYSA-N,14.99929642,0.014999296,149.1204495,0.000100585,3.997466316
TOX-34472,,"5-bromo-N,N-diethyl-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",31845,CCN(CC)C(=O)C1C=C2c3cccc4c3c(c(Br)n4C)CC2N(C)C1,KLMFUBCMJSPRPY-UHFFFAOYSA-N,15.00133297,0.015001333,415.1259246,3.61368E-05,4.442050005
TOX-34473,,"N,N-diethyl-1-methoxy-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",78299425,CCN(CC)C(=O)C1C=C2c3c(OC)ccc4[nH]cc(c34)CC2N(C)C1,AYFDTTGGASATFS-UHFFFAOYSA-N,0.100009619,0.00010001,353.2103271,2.831E-07,6.54799162
TOX-34474,,"4-acetyl-N-ethyl-7-methyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",78299426,CCNC(=O)C1C=C2c3cccc4c3c(cn4C(C)=O)CC2N(C)C1,UKRWCEJTOPSTEC-UHFFFAOYSA-N,4.999659182,0.004999659,337.179027,1.48279E-05,4.828920153
TOX-3458,Dihydroegotamine,"N-(7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",3066,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,LUZRJRNZXALNLM-UHFFFAOYSA-N,25.00047115,0.025000471,583.2794693,4.28619E-05,4.367928497
TOX-3462,L-Hyoscyamine,(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate,3661,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-UHFFFAOYSA-N,50.00431966,0.05000432,289.1677936,0.000172925,3.762142398
TOX-3466,trazodone,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one",5533,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N,52.00391531,0.052003915,371.151288,0.000140115,3.85351493
TOX-3468,isoproterenol,"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol",3779,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,26.9998722,0.026999872,211.1208434,0.000127888,3.893169404
TOX-34712,Treburon,"methyl 3,4-dihydroxy-6-methoxy-5-sulfooxyoxane-2-carboxylate",3084947,COC(=O)C1OC(OC)C(OS(=O)(=O)O)C(O)C1O,JLYIJXURSRVSOT-UHFFFAOYSA-N,4000.039703,4.000039703,302.0307676,0.013243815,1.877986884
TOX-34741,tolciclate,"O-(4-tricyclo[6.2.1.02,7]undeca-2(7),3,5-trienyl) N-methyl-N-(3-methylphenyl)carbamothioate",5506,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,CANCCLAKQQHLNK-UHFFFAOYSA-N,94.81143002,0.09481143,323.1343853,0.000293412,3.532522478
TOX-3486,,4-aminobenzoic acid,978,Nc1ccc(C(=O)O)cc1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,2000.029167,2.000029167,137.0476785,0.014593674,1.835835354
TOX-3500,,"(3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl) N-methylcarbamate",4811,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,PIJVFDBKTWXHHD-UHFFFAOYSA-N,0.499996368,0.000499996,275.1633769,1.8171E-06,5.740623781
TOX-3502,Methergine,"N-(1-hydroxybutan-2-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",4140,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,UNBRKDKAWYKMIV-UHFFFAOYSA-N,2.599701274,0.002599701,339.194677,7.6643E-06,5.115525581
TOX-3512,Briclin,"4-amino-N-[5-amino-2-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide",2142,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,LKCWBDHBTVXHDL-UHFFFAOYSA-N,247.9966122,0.247996612,585.2857364,0.000423719,3.372922192
TOX-35280,,bis[aziridin-1-yl-[bis(aziridin-1-yl)phosphoryloxy]phosphoryl] sulfate,3040409,O=P(OP(=O)(N1CC1)N1CC1)(OS(=O)(=O)OP(=O)(OP(=O)(N1CC1)N1CC1)N1CC1)N1CC1,MKQKUFONNRQYQO-UHFFFAOYSA-N,42.00007392,0.042000074,568.0225085,7.39409E-05,4.131115491
TOX-35281,,1-(aziridin-1-yl)-N-[4-[[aziridin-1-yl-[bis(aziridin-1-yl)phosphoryl]methylidene]amino]phenyl]-1-[bis(aziridin-1-yl)phosphoryl]methanimine,3040410,O=P(C(=Nc1ccc(N=C(N2CC2)P(=O)(N2CC2)N2CC2)cc1)N1CC1)(N1CC1)N1CC1,MQSLKXHYZGHYSS-UHFFFAOYSA-N,25.49752765,0.025497528,474.1810454,5.37717E-05,4.269446118
TOX-3529,Nepenthe,"3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",4253,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,134.9985808,0.134998581,285.1364935,0.000473453,3.324723602
TOX-3536,,"9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",2828,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,OROGSEYTTFOCAN-UHFFFAOYSA-N,47.73318119,0.047733181,299.1521435,0.000159562,3.79707174
TOX-35418,,"4,4,4,14,14,14-hexakis(aziridin-1-yl)-3,5,13,15-tetraza-4lambda5,14lambda5-diphosphatricyclo[15.3.1.17,11]docosa-1(21),7(22),8,10,17,19-hexaene-2,6,12,16-tetrone",3040521,O=C1NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc(c2)C(=O)NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc1c2,ZKCAGCLPBGCHKZ-UHFFFAOYSA-N,13.99978078,0.013999781,638.2396229,0.000021935,4.658862527
TOX-35545,Carubicin,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-4,6,9,11-tetrahydroxy-8,10-dihydro-7H-tetracene-5,12-dione",430461,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,XREUEWVEMYWFFA-UHFFFAOYSA-N,1.500002922,0.001500003,513.1634961,2.9231E-06,5.53416365
TOX-35699,,2-phenylpropan-1-amine,11398,CC(CN)c1ccccc1,AXORVIZLPOGIRG-UHFFFAOYSA-N,55.00000004,0.055,135.1047994,0.000407091,3.390308087
TOX-35805,,"[27-[2-(diethylamino)-2-oxoethoxy]-2,15,17,29-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",280886,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,VFYNXKZVOUXHDX-UHFFFAOYSA-N,549.9742276,0.549974228,810.3938899,0.000678651,3.168353819
TOX-3605,SHIKALKIN,"5,8-dihydroxy-2-(1-hydroxy-4-methylpent-3-enyl)naphthalene-1,4-dione",5208,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,NEZONWMXZKDMKF-UHFFFAOYSA-N,15.99950053,0.015999501,288.0997736,5.55346E-05,4.255436492
TOX-3618,quercetin,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,99.99735302,0.099997353,302.0426527,0.00033107,3.480079772
TOX-36352,Camiverine,3-methylbutyl 2-phenyl-2-(2-pyrrolidin-1-ylethylamino)acetate,40984,CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1,HKVGEMSALZULPM-UHFFFAOYSA-N,13.00159204,0.013001592,318.2307282,4.08559E-05,4.388745578
TOX-36484,Mabuterol,1-[4-amino-3-chloro-5-(trifluoromethyl)phenyl]-2-(tert-butylamino)ethanol,3995,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,JSJCTEKTBOKRST-UHFFFAOYSA-N,18.29958776,0.018299588,310.1059755,5.90108E-05,4.229068829
TOX-36739,,"1,11-dimethyl-11-azatricyclo[7.4.1.02,7]tetradeca-2(7),3,5-trien-4-ol",3246,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,ZOWQTJXNFTWSCS-UHFFFAOYSA-N,57.99774362,0.057997744,231.1623143,0.000250896,3.600505936
TOX-37004,propentofylline,"3-methyl-1-(5-oxohexyl)-7-propylpurine-2,6-dione",4938,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,RBQOQRRFDPXAGN-UHFFFAOYSA-N,88.99825692,0.088998257,306.1691906,0.000290683,3.536579985
TOX-37343,,"2-[methyl-[2-[methyl-[1-(3,4,5-trimethoxybenzoyl)oxybutan-2-yl]amino]ethyl]amino]butyl 3,4,5-trimethoxybenzoate",13059620,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1,ZKSIPEYIAHUPNM-UHFFFAOYSA-N,2.499838903,0.002499839,620.3308957,4.0298E-06,5.394711389
TOX-37664,Aloperine,"3,15-diazatetracyclo[7.7.1.02,7.010,15]heptadec-7-ene",3772951,C1=C2CCCNC2C2CC1C1CCCCN1C2,SKOLRLSBMUGVOY-UHFFFAOYSA-N,74.99644957,0.07499645,232.1939488,0.000322991,3.490810194
TOX-37705,,"1-(4-fluorophenyl)-4-(4-hydroxy-1,13-dimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-10-yl)butan-1-one",3082317,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCCC(=O)c1ccc(F)cc1,SMDNOEGDKSJRPV-UHFFFAOYSA-N,7.850185193,0.007850185,381.2104074,2.05928E-05,4.686284846
TOX-37822,Fomocaine,4-[3-[4-(phenoxymethyl)phenyl]propyl]morpholine,71693,c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1,CVHGCWVMTZWGAY-UHFFFAOYSA-N,59.99518339,0.059995183,311.188529,0.000192794,3.714907195
TOX-37929,tulobuterol,2-(tert-butylamino)-1-(2-chlorophenyl)ethanol,5606,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,19.99956088,0.019999561,227.1076919,0.000088062,4.055211383
TOX-38522,Aclacinomycin B,"methyl 4-[4-(dimethylamino)-5-[(5,14-dimethyl-6-oxo-2,4,9,13-tetraoxatricyclo[8.4.0.03,8]tetradecan-12-yl)oxy]-6-methyloxan-2-yl]oxy-2-ethyl-2,5,7-trihydroxy-6,11-dioxo-3,4-dihydro-1H-tetracene-1-carboxylate",4574589,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,RQHZAASWYUEYCJ-UHFFFAOYSA-N,4.999617223,0.004999617,809.3258699,6.1775E-06,5.209186667
TOX-3856,acebutolol,N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide,1978,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,40.99610022,0.0409961,336.2049074,0.000121938,3.913861502
TOX-3872,Sodium carbenicillin,"6-[(2-carboxy-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",2560,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,FPPNZSSZRUTDAP-UHFFFAOYSA-N,3999.936573,3.999936573,378.0885573,0.010579364,1.975540429
TOX-3874,Cephamezine;Cephazoline,"3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",2618,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,MLYYVTUWGNIJIB-UHFFFAOYSA-N,2499.895493,2.499895493,454.0300139,0.005506014,2.25916271
TOX-3875,,"3-(acetyloxymethyl)-7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",2632,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,GPRBEKHLDVQUJE-UHFFFAOYSA-N,1880.107316,1.880107316,455.0569399,0.004131587,2.383883103
TOX-3888,Cerubidin,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",2958,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,STQGQHZAVUOBTE-UHFFFAOYSA-N,4.999753568,0.004999754,527.1791461,0.000009484,5.023009623
TOX-38888,Depramine,"3-benzo[b][1]benzazepin-11-yl-N,N-dimethylpropan-1-amine",67534,CN(C)CCCN1c2ccccc2C=Cc2ccccc21,AFBYHZACPPSJKD-UHFFFAOYSA-N,6.000021546,0.006000022,278.1782987,0.000021569,4.666170437
TOX-39169,Toosendanin,"[4-acetyloxy-6-(furan-3-yl)-12,16,19-trihydroxy-5,11,15-trimethyl-3-oxo-9,17-dioxahexacyclo[13.3.3.01,14.02,11.05,10.08,10]henicosan-21-yl] acetate",22556220,CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321,NAHTXVIXCMUDLF-UHFFFAOYSA-N,4.199831888,0.004199832,574.241412,7.3137E-06,5.135862602
TOX-3923,,"1-N,3-N-bis(1,3-dihydroxypropan-2-yl)-5-(2-hydroxypropanoylamino)-2,4,6-triiodobenzene-1,3-dicarboxamide",3734,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,XQZXYNRDCRIARQ-UHFFFAOYSA-N,20000.30884,20.00030884,776.8541087,0.025745257,1.589302765
TOX-3930,TETRAMISOLE,"6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",3913,c1ccc(C2CN3CCSC3=N2)cc1,HLFSDGLLUJUHTE-UHFFFAOYSA-N,14.99941262,0.014999413,204.0721194,7.35005E-05,4.133709423
TOX-39329,ioxaglic acid,"3-[[2-[[3-[acetyl(methyl)amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]acetyl]amino]-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoic acid",3742,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,TYYBFXNZMFNZJT-UHFFFAOYSA-N,10700.14336,10.70014336,1268.565851,0.008434835,2.07392342
TOX-39340,,5-methyl-2-(2-naphthalen-2-yloxyethyl)-1H-pyrazol-3-one,22769190,Cc1cc(=O)n(CCOc2ccc3ccccc3c2)[nH]1,INCLABAHEPQBCG-UHFFFAOYSA-N,24.99944097,0.024999441,268.1211778,9.32393E-05,4.030400821
TOX-3936,DL-Methamphetamine,N-methyl-1-phenylpropan-2-amine,1206,CNC(C)Cc1ccccc1,MYWUZJCMWCOHBA-UHFFFAOYSA-N,2.999859287,0.002999859,149.1204495,0.000020117,4.69643632
TOX-3939,metoclopramide,4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,4168,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,27.45613478,0.027456135,299.1400546,9.17835E-05,4.037235171
TOX-3942,Mit-C,"(11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl)methyl carbamate",351727,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,NWIBSHFKIJFRCO-UHFFFAOYSA-N,3.399979663,0.00339998,334.1277197,1.01757E-05,4.992436187
TOX-3948,,3-(1-methylpyrrolidin-2-yl)pyridine,942,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,6.249768851,0.006249769,162.1156984,3.85513E-05,4.413961117
TOX-3962,PROCAINAMIDE,4-amino-N-[2-(diethylamino)ethyl]benzamide,4913,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,124.9994689,0.124999469,235.1684623,0.000531532,3.274470912
TOX-3973,sulpiride,N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,5355,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,51.43431293,0.051434313,341.1409272,0.000150772,3.821680883
TOX-3983,tripelennamine,"N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",5587,CN(C)CCN(Cc1ccccc1)c1ccccn1,UFLGIAIHIAPJJC-UHFFFAOYSA-N,8.999823776,0.008999824,255.1735477,3.52694E-05,4.452601646
TOX-39855,,"N-(7-butan-2-yl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",76543937,CCC(C)C1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,KJILSMAJKRVRFV-UHFFFAOYSA-N,89.99079707,0.089990797,547.2794693,0.000164433,3.784011058
TOX-3990,acetamide,acetamide,178,CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,7500.253941,7.500253941,59.03711378,0.127043032,0.89604915
TOX-3996,amobarbital,"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione",2164,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,58.56464888,0.058564649,226.1317424,0.000258985,3.586725985
